uniprot_id	sequence_len	mass_recalc	isoelectric_point	gravy	aromaticity	instability_index
P78356	416	47377.418800	6.901754	-0.502644	0.093750	40.339904
P78357	1384	156264.838300	6.606703	-0.314957	0.125000	38.516293
P78358	180	17992.208200	8.785896	-0.183889	0.038889	43.899500
P78362	688	77525.762900	4.870613	-0.750000	0.069767	60.609448
P78363	2273	255940.809800	5.888201	-0.054553	0.100748	44.279067
P78364	1004	105532.324300	9.174899	-0.484263	0.024900	70.305886
P78367	333	34813.431400	8.122581	-0.468769	0.054054	61.616817
P78368	415	47456.704600	9.160909	-0.629880	0.101205	39.841470
P78369	228	24488.079800	8.321015	0.360965	0.127193	26.695614
P78371	535	57487.556800	6.012167	-0.014766	0.035514	31.590654
P78380	273	30959.063600	6.940916	-0.398901	0.087912	42.225275
P78381	396	41306.935400	9.976176	0.605808	0.088384	26.500758
P78382	337	36778.158900	9.105724	0.678338	0.109792	17.674510
P78383	322	35759.177200	9.357473	0.613043	0.130435	30.084503
P78385	493	54194.895200	5.539949	-0.345030	0.054767	50.037343
P78386	507	55801.566100	6.273229	-0.373373	0.059172	55.416193
P78395	509	57889.035600	6.440847	0.038507	0.078585	59.397878
P78396	465	52357.476600	4.991623	-0.143871	0.098925	47.740430
P78406	368	40967.703900	7.960637	-0.475000	0.103261	45.035353
P78410	334	36427.198700	5.227903	-0.047006	0.074850	47.746138
P78411	483	50360.179600	6.029844	-0.719876	0.074534	63.395880
P78412	446	48239.301800	5.810502	-0.633857	0.076233	59.196413
P78413	519	54444.308600	5.835341	-0.423507	0.071291	54.614085
P78415	501	52118.175600	4.879480	-0.495409	0.057884	63.206806
P78417	241	27565.537100	6.235715	-0.380083	0.112033	45.753527
P78423	397	42202.190500	6.082875	-0.354660	0.047859	59.529723
P78424	691	73264.379100	7.310824	-0.497395	0.026049	70.126049
P78426	367	37849.038500	9.455981	-0.454496	0.051771	71.530790
P78504	1218	133797.619500	5.698871	-0.599589	0.071429	43.870460
P78508	379	42507.591900	8.183697	0.037995	0.094987	36.660712
P78509	3460	388383.264300	5.542109	-0.281532	0.113584	43.115220
P78524	1137	126483.134800	9.351993	-0.642392	0.067722	66.229472
P78527	4128	469083.478100	6.746584	-0.198183	0.087936	48.631848
P78536	824	93019.977700	5.498513	-0.572694	0.082524	46.374769
P78537	153	17262.398100	9.369077	-0.684967	0.052288	59.328758
P78539	464	51571.412200	8.982590	-0.235776	0.077586	46.814030
P78540	354	38577.428000	5.997560	-0.122881	0.059322	38.843503
P78543	158	17415.880600	8.287685	-0.134177	0.069620	49.193038
P78545	371	41453.757600	5.515167	-0.697305	0.094340	51.279784
P78549	304	33569.298200	9.851494	-0.444079	0.049342	58.145395
P78552	427	48759.066300	5.702622	-0.399297	0.098361	47.463513
P78556	96	10761.830900	9.209776	0.293750	0.072917	19.891667
P78559	2803	305481.443000	4.847252	-0.893043	0.042098	65.977385
P78560	199	22744.855600	6.318018	-0.353769	0.060302	53.784925
P78562	749	86472.939200	8.912126	-0.426836	0.118825	42.229653
P78563	741	80762.451100	9.113718	-0.445344	0.070175	47.750621
P79483	266	29961.663000	8.814263	-0.263158	0.109023	44.734624
P79522	188	20640.210300	9.867354	-1.172340	0.058511	59.530904
P80075	99	11246.251900	9.465651	-0.089899	0.060606	31.202020
P80098	99	11200.074700	9.715273	-0.374747	0.070707	25.564646
P80108	840	92335.332900	5.908607	-0.130476	0.110714	36.343476
P80162	114	11897.141400	9.913577	0.254386	0.017544	49.637719
P80188	198	22587.789900	9.020884	-0.267677	0.121212	33.644444
P80192	1104	121893.096000	5.632824	-0.582337	0.059783	66.651902
P80217	286	31546.028400	5.750480	-0.177622	0.041958	59.148601
P80294	61	6039.288200	8.494499	0.122951	0.000000	64.875410
P80297	61	6068.283000	8.377812	0.159016	0.000000	76.240984
P80303	420	50222.127700	5.025727	-1.036429	0.069048	45.905000
P80365	405	44126.093100	9.422715	0.118519	0.074074	59.790864
P80370	383	41299.844600	5.430875	-0.164752	0.060052	40.227415
P80404	500	56438.291400	8.172222	-0.265200	0.094000	42.122000
P80511	92	10574.900900	5.826531	-0.400000	0.076087	22.444565
P80723	227	22693.129600	4.642404	-1.255947	0.004405	59.474890
P81172	84	9408.137000	9.237111	0.135714	0.071429	79.198810
P81274	684	76661.213700	5.967719	-0.554240	0.073099	34.296228
P81277	87	9639.286700	11.658543	-0.206897	0.057471	61.534483
P81408	668	71354.242300	8.872929	-0.111826	0.053892	70.639222
P81534	67	7697.292400	10.152691	0.001493	0.089552	55.161194
P81605	110	11283.734000	6.086115	-0.224545	0.027273	24.403636
P82094	1093	122840.289000	4.881810	-0.829826	0.032022	58.580512
P82251	487	53480.791300	8.401987	0.707187	0.121150	34.697228
P82279	1406	154182.036900	4.844581	-0.206401	0.087482	42.531110
P82650	360	41279.879900	7.702047	-0.453056	0.086111	49.071389
P82673	323	36843.879900	8.405469	-0.573684	0.071207	54.713003
P82914	257	29841.778800	10.480190	-0.646693	0.070039	56.464202
P82930	218	25650.162200	9.982623	-0.767431	0.087156	54.075229
P82932	125	14226.396100	9.298098	-0.368800	0.056000	37.828080
P82979	210	23670.519300	6.101177	-0.911905	0.028571	54.719048
P82987	1691	188689.861600	8.204650	-0.510467	0.069190	54.529574
P83105	476	50978.419600	8.371300	0.050840	0.050420	45.262815
P83110	453	48607.320800	6.709354	-0.028256	0.048565	45.216115
P83111	547	60692.878500	8.709695	-0.406947	0.087751	39.588684
P83369	360	39499.158800	10.989232	-0.752778	0.058333	56.388056
P83436	770	86342.907300	5.272749	-0.170130	0.075325	41.112610
P83731	157	17778.744100	11.260967	-0.926115	0.063694	41.932484
P83876	142	16786.165000	5.531025	-0.328169	0.126761	41.247183
P83881	106	12440.690700	10.592752	-1.170755	0.075472	49.607547
P83916	185	21417.521400	4.852822	-1.278378	0.070270	53.038432
P84022	425	48080.233300	6.729816	-0.446588	0.087059	53.255529
P84074	193	22427.159500	4.873171	-0.560104	0.113990	39.546114
P84077	181	20696.523500	6.312732	-0.262431	0.093923	28.409392
P84085	180	20529.416500	6.302444	-0.204444	0.088889	46.467222
P84090	104	12258.807600	5.624696	-0.666346	0.105769	65.093269
P84095	191	21308.263100	8.408176	-0.213089	0.073298	51.013613
P84098	196	23465.713000	11.475904	-1.111224	0.030612	60.949490
P84103	164	19329.375700	11.642813	-1.520732	0.073171	113.265854
P84243	136	15327.723500	11.269348	-0.618382	0.051471	44.238971
P84550	965	99829.386000	6.114932	-0.522694	0.058031	53.258756
P85037	733	75456.415300	9.409628	-0.170123	0.051842	67.975457
P85298	464	53483.100800	9.450694	-0.359914	0.107759	56.335366
P85299	388	42752.957500	8.305220	-0.388660	0.067010	63.114485
P86397	168	18558.636100	9.098439	0.264286	0.077381	47.896429
P86452	979	109971.631800	6.089866	-0.311032	0.083759	46.663759
P86479	221	23261.724200	5.846652	-0.740271	0.045249	72.260181
P86480	221	23261.724200	5.846652	-0.740271	0.045249	72.260181
P98066	277	31202.966800	6.304831	-0.309386	0.140794	28.592419
P98073	1019	112933.861700	4.887437	-0.214917	0.101079	37.412080
P98077	582	61915.344800	6.293406	-0.355842	0.054983	57.270619
P98082	770	82446.848000	5.337375	-0.616883	0.068831	52.758831
P98088	5654	585563.994500	6.714640	-0.393898	0.044393	49.221298
P98095	1184	126571.651900	4.728743	-0.327956	0.058277	61.040549
P98153	550	60810.402800	5.107461	-0.425636	0.096364	51.078945
P98155	873	96097.605300	4.624955	-0.418099	0.067583	36.847995
P98160	4391	468824.994500	6.055081	-0.294352	0.058529	46.024992
P98161	4303	462523.685800	6.281016	0.036997	0.078550	48.026821
P98164	4655	521952.764300	4.888858	-0.470784	0.091515	37.406107
P98168	799	84769.609600	7.349475	-0.373717	0.060075	51.793367
P98170	497	56684.259000	6.219345	-0.540845	0.108652	42.632233
P98171	946	105024.344100	5.956351	-0.542495	0.054968	61.224112
P98172	346	38006.148800	9.096247	-0.319075	0.080925	40.732081
P98173	230	25151.760100	8.897040	-0.094348	0.073913	43.432174
P98174	961	106559.649500	6.140737	-0.618730	0.053070	65.772216
P98177	505	53683.806100	5.130481	-0.450495	0.047525	66.381584
P98179	157	17170.163300	8.856941	-1.088535	0.127389	30.348408
P98182	395	45533.226000	8.636072	-0.931139	0.053165	54.086329
P98187	520	59993.925700	8.730002	-0.159808	0.103846	52.230615
P98194	919	100576.182500	6.338196	0.172035	0.065288	35.551937
P98196	1134	129754.217700	6.172283	-0.028660	0.116402	40.210617
P98198	1209	137438.674500	6.573736	-0.057237	0.114971	36.479330
P99999	105	11748.595100	9.586723	-0.705714	0.085714	11.376190
Q00005	443	51709.513800	6.006313	-0.625734	0.103837	44.956885
Q00013	466	52295.850400	6.909427	-0.510300	0.075107	56.680687
Q00056	320	34498.644500	9.949551	-0.776563	0.071875	76.110625
Q00059	246	29096.290200	9.738417	-0.908943	0.097561	61.032927
Q00169	270	31805.945600	6.115103	-0.732222	0.107407	40.192963
Q00266	395	43647.416500	5.861089	-0.173418	0.073418	41.521519
Q00325	362	40094.401600	9.451790	0.023757	0.118785	39.748398
Q00341	1268	141437.931200	6.428229	-0.496609	0.044164	44.966404
Q00403	316	34832.558000	8.667919	-0.269304	0.063291	39.458544
Q00444	222	24975.916500	9.571315	-0.892793	0.085586	69.925270
Q00526	305	35045.303800	8.861840	-0.202295	0.101639	35.322984
Q00532	357	41700.838400	9.041707	-0.464706	0.098039	38.043697
Q00534	326	36937.918100	6.021773	-0.247239	0.082822	35.161350
Q00535	292	33304.071000	7.568532	-0.310616	0.095890	28.367123
Q00536	496	55715.019900	7.229090	-0.461895	0.068548	39.838528
Q00537	523	59581.531500	9.102630	-0.551816	0.076482	53.872084
Q00577	322	34910.334500	6.066278	-0.752174	0.074534	58.602516
Q00587	391	40294.333200	6.638135	-0.494885	0.046036	72.536829
Q00597	558	63427.875500	5.773557	0.025448	0.087814	58.359337
Q00604	133	15043.422800	9.171482	-0.226316	0.060150	66.326316
Q00610	1675	191612.383800	5.480950	-0.242746	0.096119	41.793743
Q00613	529	57259.821100	5.020327	-0.387146	0.052930	61.208885
Q00653	900	96748.039900	5.838354	-0.412000	0.053333	50.313344
Q00688	224	25176.508100	9.287912	-0.759821	0.071429	28.987500
Q00722	1185	134022.783900	5.959818	-0.535021	0.077637	51.182532
Q00765	189	21492.871700	8.253001	0.104762	0.142857	40.209577
Q00796	357	38324.134000	8.226182	0.012045	0.058824	30.529440
Q00839	825	90583.407600	5.755823	-0.977576	0.077576	46.300364
Q00872	1141	128292.862800	5.776683	-0.497020	0.081507	41.151709
Q00887	426	48271.497500	8.273050	-0.346714	0.105634	47.009390
Q00889	435	48813.262200	8.856360	-0.260230	0.101149	38.705977
Q00973	533	58881.637900	8.933400	-0.126642	0.086304	47.149737
Q00975	2339	262493.195300	8.780675	-0.250150	0.094057	51.252283
Q00978	393	43695.756400	5.576326	-0.522392	0.083969	50.461323
Q00987	491	55232.316200	4.596649	-0.781059	0.059063	57.627312
Q00994	111	12958.391800	5.310433	-1.139640	0.036036	74.753153
Q00G26	463	50790.828000	5.084271	-0.309287	0.038877	56.967603
Q00LT1	54	6006.764000	7.955479	-0.542593	0.055556	68.701852
Q01064	536	61379.107000	5.333794	-0.365858	0.080224	54.471642
Q01081	240	27871.769900	9.093604	-1.063750	0.091667	81.784208
Q01082	2364	274605.996100	5.392395	-0.766117	0.065990	47.850897
Q01085	375	41590.239000	7.616220	-0.537600	0.114667	39.088320
Q01094	437	46919.299500	4.790186	-0.324485	0.038902	59.670252
Q01101	510	52922.750400	9.193143	-0.449804	0.050980	70.766098
Q01105	290	33488.452300	4.229924	-1.333793	0.079310	68.238310
Q01113	521	57146.237700	5.265417	-0.166219	0.082534	61.715758
Q01118	1682	193491.268400	8.258416	0.195838	0.127229	41.953074
Q01130	221	25476.058900	11.860652	-1.623529	0.058824	133.671493
Q01151	205	23041.295500	8.447437	-0.285854	0.082927	52.896146
Q01167	660	69061.123000	9.564739	-0.361061	0.043939	57.529864
Q01196	453	48736.131900	9.396605	-0.482119	0.070640	54.817219
Q01201	579	62133.742200	5.839945	-0.378411	0.056995	52.459758
Q01344	420	47684.152700	5.357780	-0.054048	0.097619	43.110714
Q01362	244	26533.391400	5.045393	0.299180	0.086066	52.865984
Q01415	458	50377.754800	6.190471	-0.040175	0.069869	50.115524
Q01432	767	88811.233600	6.506269	-0.555541	0.106910	51.960900
Q01433	825	94889.026100	6.103223	-0.489455	0.089697	56.516497
Q01449	175	19447.811900	4.825710	-0.396000	0.085714	32.746857
Q01453	160	17890.928400	7.746495	0.911875	0.137500	35.038187
Q01469	135	15164.286600	6.599428	-0.457778	0.059259	29.037778
Q01484	3957	433709.530800	5.030672	-0.677255	0.038918	60.012964
Q01518	475	51900.853100	8.235401	-0.352211	0.061053	38.711600
Q01523	94	10071.330300	8.295357	-0.125532	0.031915	35.192553
Q01524	100	10975.233500	5.207100	-0.169000	0.080000	55.338000
Q01534	308	35012.102200	5.288834	-0.551948	0.081169	57.445455
Q01538	1121	122327.999600	4.812751	-0.887065	0.038359	68.792864
Q01543	452	50981.253700	6.571406	-0.794248	0.099558	49.943584
Q01546	638	65840.000200	8.379165	-0.409404	0.065831	48.841536
Q01581	520	57292.975300	5.215626	-0.278654	0.092308	29.242712
Q01628	133	14631.932200	6.486147	0.381203	0.097744	44.630827
Q01629	132	14632.064700	6.887147	0.382576	0.083333	55.013636
Q01638	556	63357.169200	8.634976	-0.219604	0.100719	44.943165
Q01650	507	55009.569900	7.897587	0.739053	0.116371	37.791321
Q01658	176	19443.450100	4.686284	-0.553977	0.028409	66.361932
Q01664	338	38725.159200	5.628902	-0.897041	0.026627	80.772485
Q01668	2161	245138.254900	6.316597	-0.186580	0.102267	50.569986
Q01718	297	33926.342000	9.019143	0.762963	0.127946	39.563300
Q01726	317	34705.129300	8.782157	0.911672	0.088328	32.523375
Q01740	532	60310.087100	6.803991	-0.037218	0.124060	36.262030
Q01780	885	100829.985200	8.676558	-0.606215	0.082486	46.907582
Q01804	1114	124043.009000	6.252710	-0.778725	0.073609	57.164910
Q01813	784	85595.122500	7.496858	-0.146046	0.070153	32.275383
Q01814	1243	136874.755500	5.660106	-0.164843	0.064360	43.008061
Q01826	763	85955.988800	6.096459	-0.694889	0.053735	56.337484
Q01831	940	105951.419700	9.026041	-0.873617	0.065957	51.513840
Q01844	656	68477.484600	9.370045	-1.116921	0.091463	49.638720
Q01850	454	51854.615600	5.007083	-0.745815	0.052863	66.692070
Q01851	419	42696.816800	9.147951	-0.264678	0.038186	49.193795
Q01860	360	38570.152300	5.691141	-0.434722	0.080556	53.237222
Q01892	262	28818.162200	5.353460	-0.456489	0.103053	65.408817
Q01954	994	110971.031600	6.997016	-0.601509	0.060362	69.029497
Q01955	1670	161810.620500	9.280627	-0.625449	0.041916	29.991856
Q01959	620	68494.070800	6.460684	0.499032	0.137097	30.848774
Q01968	901	104203.469600	6.133177	-0.415427	0.091010	44.036304
Q01970	1234	138797.361800	5.676419	-0.619935	0.062399	58.395948
Q01973	937	104281.488800	6.763067	-0.358591	0.086446	54.096798
Q01974	943	104756.209000	6.100609	-0.332768	0.078473	47.952503
Q02040	695	80734.508800	9.756210	-1.168921	0.043165	71.562446
Q02078	507	54810.822900	7.721202	-0.668836	0.045365	61.988560
Q02080	365	38638.505100	9.583435	-0.575342	0.057534	77.104658
Q02083	359	40065.550900	8.883050	-0.069638	0.100279	43.191365
Q02086	613	64899.313800	9.952323	-0.376998	0.026101	57.370147
Q02094	409	44197.397100	6.352292	0.607335	0.114914	26.805868
Q02108	690	77451.660000	6.745902	-0.178551	0.084058	44.791594
Q02127	395	42866.710700	9.664923	-0.203797	0.055696	43.236228
Q02153	619	70513.675500	5.203917	-0.273183	0.084006	46.284023
Q02156	737	83672.878300	6.733113	-0.433786	0.086839	42.398928
Q02161	417	45210.009700	8.705118	0.751079	0.110312	36.974125
Q02218	1023	115933.938500	6.394694	-0.327859	0.092864	45.165513
Q02221	97	10815.263900	10.907551	-0.442268	0.103093	30.387629
Q02223	184	20165.155500	5.238475	-0.002174	0.054348	40.001630
Q02224	2701	316411.527900	5.508290	-0.937023	0.037023	50.715550
Q02241	960	110057.587700	8.762301	-0.819688	0.060417	56.217917
Q02246	1040	113391.985200	8.112460	-0.314423	0.078846	42.778654
Q02252	535	57839.087200	8.723169	-0.054766	0.071028	30.930879
Q02297	640	70391.034200	8.999545	-0.779531	0.045312	56.550156
Q02318	531	60234.031600	9.045640	-0.184934	0.103578	49.519416
Q02363	134	14916.953400	7.823319	-0.329851	0.037313	57.212687
Q02383	582	65443.656000	9.085352	-1.312543	0.042955	52.346220
Q02388	2944	295215.911900	5.948451	-0.624728	0.031929	32.074898
Q02410	837	92863.891600	4.839238	-0.705854	0.052569	60.058184
Q02413	1049	113746.330400	4.903409	-0.277312	0.066730	40.204194
Q02446	784	81983.973000	6.611136	-0.436097	0.019133	60.726403
Q02447	781	81924.364500	5.094956	-0.424328	0.029449	51.483995
Q02487	901	99960.545600	5.186524	-0.369478	0.073252	36.750289
Q02505	3323	345122.589700	5.140143	-0.217123	0.048751	43.756885
Q02535	119	12998.893100	5.552169	-0.106723	0.033613	55.774790
Q02539	215	21841.805200	10.992327	-0.745581	0.009302	19.637674
Q02543	176	20762.129000	10.724719	-0.667045	0.113636	45.178409
Q02548	391	42148.679500	9.082322	-0.520205	0.069054	44.221483
Q02556	426	48355.555000	6.376789	-0.504460	0.093897	55.735962
Q02575	133	14617.445600	9.059758	-0.685714	0.045113	57.906767
Q02577	135	15017.819500	7.909642	-0.621481	0.044444	61.148889
Q02641	598	65712.822900	6.326146	-0.694649	0.058528	55.663378
Q02643	423	47401.524700	6.262486	0.313002	0.125296	46.070686
Q02742	428	49798.276400	8.649610	-0.216121	0.112150	44.726893
Q02747	115	12388.195000	4.564535	0.023478	0.060870	54.402609
Q02750	393	43438.521700	6.184958	-0.304580	0.063613	43.851959
Q02763	1124	125828.632000	6.461536	-0.275623	0.081851	37.157135
Q02779	954	103693.245400	6.556457	-0.489203	0.058700	65.500105
Q02790	459	51803.948000	5.348686	-0.642919	0.084967	39.369717
Q02809	727	83549.163300	6.464947	-0.358459	0.115543	40.865213
Q02817	5289	550844.119800	5.573768	-0.430649	0.037058	28.343473
Q02818	461	53878.645600	5.146111	-1.009111	0.049892	50.524946
Q02833	373	39944.901700	5.503799	-0.394906	0.021448	57.415818
Q02846	1103	120057.137900	7.145934	-0.046963	0.062557	51.545512
Q02878	288	32727.504800	10.585209	-0.731944	0.059028	29.306250
Q02880	1626	183264.957700	8.143147	-0.653321	0.084256	36.154004
Q02928	519	59347.130900	8.961444	-0.185934	0.088632	43.754913
Q02930	508	56917.702200	8.762172	-0.877362	0.021654	66.258858
Q02952	1782	191479.480500	4.373499	-0.941414	0.019641	59.188664
Q02962	417	44705.362900	7.245971	-0.482254	0.069544	38.903118
Q02978	314	34061.313300	9.919444	0.116561	0.101911	22.223885
Q02985	330	37322.880500	7.722737	-0.488788	0.121212	43.918788
Q03001	7570	860651.700800	5.136335	-0.639604	0.055086	47.230746
Q03013	218	25561.063900	5.598834	-0.370183	0.133028	34.309174
Q03014	270	30021.203900	6.716459	-0.812222	0.085185	79.674481
Q03052	451	45495.150900	7.285474	-0.446120	0.046563	42.314191
Q03060	345	37005.100500	5.398420	-0.423478	0.028986	65.222319
Q03111	559	62055.394700	8.749021	-1.111986	0.053667	68.231127
Q03112	1230	138134.009300	5.998639	-0.777886	0.077236	61.626846
Q03113	381	44278.696700	9.841115	-0.361417	0.094488	48.861942
Q03135	178	20471.361300	5.644760	0.064045	0.134831	31.542753
Q03154	408	45884.464600	5.771227	-0.291912	0.102941	37.675515
Q03164	3969	431759.489600	9.224539	-0.742731	0.044092	62.242406
Q03167	851	93498.286300	5.451564	-0.203290	0.078731	47.741140
Q03181	441	49902.889000	7.532440	-0.351020	0.083900	51.902517
Q03188	943	106832.591400	9.429226	-1.012301	0.050901	60.984761
Q03252	620	69947.573700	5.498627	-0.819355	0.041935	56.669032
Q03393	145	16385.501800	6.197690	-0.349655	0.089655	34.263448
Q03395	351	37204.628800	5.653911	0.226781	0.065527	48.234473
Q03403	129	14284.178100	5.513405	-0.189147	0.100775	58.054264
