pdb_id	uniprot_id	experimental_method	resolution	release_date	ligand_count	source	fetch_date
5D2N	P04439	X-RAY DIFFRACTION	2.099	2015-10-07	1	RCSB_DATA_API	2026-04-11
5D9S	P04439	X-RAY DIFFRACTION	1.87	2016-07-06	1	RCSB_DATA_API	2026-04-11
5DDH	P04439	X-RAY DIFFRACTION	1.5	2016-07-27	1	RCSB_DATA_API	2026-04-11
5E00	P04439	X-RAY DIFFRACTION	1.7	2017-01-18	1	RCSB_DATA_API	2026-04-11
5E6I	P04439	X-RAY DIFFRACTION	4	2016-10-19	0	RCSB_DATA_API	2026-04-11
5E9D	P04439	X-RAY DIFFRACTION	2.51	2016-06-08	0	RCSB_DATA_API	2026-04-11
5ENW	P04439	X-RAY DIFFRACTION	1.85	2016-11-09	1	RCSB_DATA_API	2026-04-11
5EOT	P04439	X-RAY DIFFRACTION	2.1	2016-12-07	0	RCSB_DATA_API	2026-04-11
5EU3	P04439	X-RAY DIFFRACTION	1.97	2016-03-02	2	RCSB_DATA_API	2026-04-11
5EU4	P04439	X-RAY DIFFRACTION	2.12	2016-03-02	3	RCSB_DATA_API	2026-04-11
5EU5	P04439	X-RAY DIFFRACTION	1.54	2016-03-02	3	RCSB_DATA_API	2026-04-11
5EU6	P04439	X-RAY DIFFRACTION	2.02	2016-03-02	3	RCSB_DATA_API	2026-04-11
5EUO	P04439	X-RAY DIFFRACTION	2.1	2016-11-23	1	RCSB_DATA_API	2026-04-11
5F7D	P04439	X-RAY DIFFRACTION	2.3	2016-12-21	1	RCSB_DATA_API	2026-04-11
5F9J	P04439	X-RAY DIFFRACTION	2.51	2016-12-21	1	RCSB_DATA_API	2026-04-11
5FA3	P04439	X-RAY DIFFRACTION	1.86	2016-12-21	1	RCSB_DATA_API	2026-04-11
5FA4	P04439	X-RAY DIFFRACTION	2.4	2016-12-21	2	RCSB_DATA_API	2026-04-11
5FDW	P04439	X-RAY DIFFRACTION	2.7	2016-12-21	1	RCSB_DATA_API	2026-04-11
5GRD	P04439	X-RAY DIFFRACTION	1.8	2017-08-09	1	RCSB_DATA_API	2026-04-11
5GRG	P04439	X-RAY DIFFRACTION	1.94	2017-08-09	1	RCSB_DATA_API	2026-04-11
5GSD	P04439	X-RAY DIFFRACTION	2.3	2017-08-09	1	RCSB_DATA_API	2026-04-11
5HGA	P04439	X-RAY DIFFRACTION	2.199	2016-06-08	0	RCSB_DATA_API	2026-04-11
5HGB	P04439	X-RAY DIFFRACTION	2.4	2016-06-08	0	RCSB_DATA_API	2026-04-11
5HGD	P04439	X-RAY DIFFRACTION	2.07	2016-06-08	0	RCSB_DATA_API	2026-04-11
5HGH	P04439	X-RAY DIFFRACTION	2.392	2016-06-08	0	RCSB_DATA_API	2026-04-11
5HHM	P04439	X-RAY DIFFRACTION	2.5	2016-03-23	0	RCSB_DATA_API	2026-04-11
5HHN	P04439	X-RAY DIFFRACTION	2.03	2016-03-23	0	RCSB_DATA_API	2026-04-11
5HHO	P04439	X-RAY DIFFRACTION	2.95	2016-03-23	0	RCSB_DATA_API	2026-04-11
5HHP	P04439	X-RAY DIFFRACTION	1.9	2016-03-23	0	RCSB_DATA_API	2026-04-11
5HHQ	P04439	X-RAY DIFFRACTION	2.1	2016-03-23	0	RCSB_DATA_API	2026-04-11
5HYJ	P04439	X-RAY DIFFRACTION	3.06	2016-05-04	0	RCSB_DATA_API	2026-04-11
5IRO	P04439	X-RAY DIFFRACTION	2.64	2016-08-24	0	RCSB_DATA_API	2026-04-11
5ISZ	P04439	X-RAY DIFFRACTION	2.06	2017-03-01	1	RCSB_DATA_API	2026-04-11
5JHD	P04439	X-RAY DIFFRACTION	2.46	2017-03-01	1	RCSB_DATA_API	2026-04-11
5JZI	P04439	X-RAY DIFFRACTION	2.5	2017-05-31	0	RCSB_DATA_API	2026-04-11
5MEN	P04439	X-RAY DIFFRACTION	2.81	2016-12-07	3	RCSB_DATA_API	2026-04-11
5MEO	P04439	X-RAY DIFFRACTION	1.772	2016-12-07	3	RCSB_DATA_API	2026-04-11
5MEP	P04439	X-RAY DIFFRACTION	2.71	2016-12-07	2	RCSB_DATA_API	2026-04-11
5MEQ	P04439	X-RAY DIFFRACTION	2.27	2016-12-07	2	RCSB_DATA_API	2026-04-11
5MER	P04439	X-RAY DIFFRACTION	1.88	2016-12-07	5	RCSB_DATA_API	2026-04-11
5N1Y	P04439	X-RAY DIFFRACTION	1.39	2017-02-15	2	RCSB_DATA_API	2026-04-11
5N6B	P04439	X-RAY DIFFRACTION	1.71	2017-10-18	5	RCSB_DATA_API	2026-04-11
5NHT	P04439	X-RAY DIFFRACTION	3.2	2018-05-16	3	RCSB_DATA_API	2026-04-11
5NME	P04439	X-RAY DIFFRACTION	2.94	2017-11-15	3	RCSB_DATA_API	2026-04-11
5NMF	P04439	X-RAY DIFFRACTION	2.89	2017-11-15	3	RCSB_DATA_API	2026-04-11
5NMG	P04439	X-RAY DIFFRACTION	2.75	2017-11-15	3	RCSB_DATA_API	2026-04-11
5NMH	P04439	X-RAY DIFFRACTION	1.55	2017-11-15	2	RCSB_DATA_API	2026-04-11
5NMK	P04439	X-RAY DIFFRACTION	1.66	2017-11-15	3	RCSB_DATA_API	2026-04-11
5NQK	P04439	X-RAY DIFFRACTION	3.25	2018-05-30	1	RCSB_DATA_API	2026-04-11
5SWQ	P04439	X-RAY DIFFRACTION	2	2016-10-05	0	RCSB_DATA_API	2026-04-11
5TEZ	P04439	X-RAY DIFFRACTION	1.7	2017-09-27	0	RCSB_DATA_API	2026-04-11
5W1W	P04439	X-RAY DIFFRACTION	3.1	2017-10-04	0	RCSB_DATA_API	2026-04-11
5WJL	P04439	X-RAY DIFFRACTION	3.15	2017-09-20	1	RCSB_DATA_API	2026-04-11
5WJN	P04439	X-RAY DIFFRACTION	2.85	2017-09-20	1	RCSB_DATA_API	2026-04-11
5WKF	P04439	X-RAY DIFFRACTION	2.95	2017-09-20	0	RCSB_DATA_API	2026-04-11
5WKH	P04439	X-RAY DIFFRACTION	3.2	2017-09-20	0	RCSB_DATA_API	2026-04-11
5WSH	P04439	X-RAY DIFFRACTION	2	2017-12-20	1	RCSB_DATA_API	2026-04-11
5WWI	P04439	X-RAY DIFFRACTION	3.194	2018-01-17	0	RCSB_DATA_API	2026-04-11
5WWJ	P04439	X-RAY DIFFRACTION	2.29	2018-01-17	0	RCSB_DATA_API	2026-04-11
5WWU	P04439	X-RAY DIFFRACTION	2.794	2018-01-17	0	RCSB_DATA_API	2026-04-11
5WXC	P04439	X-RAY DIFFRACTION	2.295	2018-01-17	0	RCSB_DATA_API	2026-04-11
5WXD	P04439	X-RAY DIFFRACTION	3.295	2018-01-17	0	RCSB_DATA_API	2026-04-11
5XOV	P04439	X-RAY DIFFRACTION	2.684	2017-06-14	0	RCSB_DATA_API	2026-04-11
5YXN	P04439	X-RAY DIFFRACTION	2.03	2018-12-12	0	RCSB_DATA_API	2026-04-11
5YXU	P04439	X-RAY DIFFRACTION	2.7	2018-12-12	0	RCSB_DATA_API	2026-04-11
6AM5	P04439	X-RAY DIFFRACTION	2.394	2018-08-08	0	RCSB_DATA_API	2026-04-11
6AMT	P04439	X-RAY DIFFRACTION	2.496	2018-08-15	0	RCSB_DATA_API	2026-04-11
6AMU	P04439	X-RAY DIFFRACTION	2.151	2018-08-15	0	RCSB_DATA_API	2026-04-11
6APN	P04439	X-RAY DIFFRACTION	2.22	2018-08-22	0	RCSB_DATA_API	2026-04-11
6AT9	P04439	X-RAY DIFFRACTION	2.95	2018-03-21	0	RCSB_DATA_API	2026-04-11
6D78	P04439	X-RAY DIFFRACTION	2.347	2019-04-03	0	RCSB_DATA_API	2026-04-11
6D7G	P04439	X-RAY DIFFRACTION	2.75	2019-01-23	1	RCSB_DATA_API	2026-04-11
6DKP	P04439	X-RAY DIFFRACTION	2.966	2019-04-10	0	RCSB_DATA_API	2026-04-11
6EI2	P04439	X-RAY DIFFRACTION	1.61	2017-10-11	4	RCSB_DATA_API	2026-04-11
6ENY	P04439	ELECTRON MICROSCOPY	5.8	2017-11-29	0	RCSB_DATA_API	2026-04-11
6EQA	P04439	X-RAY DIFFRACTION	3.16	2018-10-10	1	RCSB_DATA_API	2026-04-11
6EQB	P04439	X-RAY DIFFRACTION	2.81	2018-10-10	3	RCSB_DATA_API	2026-04-11
6EWA	P04439	X-RAY DIFFRACTION	2.39	2018-11-07	0	RCSB_DATA_API	2026-04-11
6EWC	P04439	X-RAY DIFFRACTION	3.2	2018-11-07	0	RCSB_DATA_API	2026-04-11
6EWO	P04439	X-RAY DIFFRACTION	2.3	2018-11-07	0	RCSB_DATA_API	2026-04-11
6G3J	P04439	X-RAY DIFFRACTION	2.45	2019-02-20	0	RCSB_DATA_API	2026-04-11
6G3K	P04439	X-RAY DIFFRACTION	2.9	2019-09-04	0	RCSB_DATA_API	2026-04-11
6ID4	P04439	X-RAY DIFFRACTION	2.4	2019-02-06	2	RCSB_DATA_API	2026-04-11
6J1W	P04439	X-RAY DIFFRACTION	1.501	2019-09-25	0	RCSB_DATA_API	2026-04-11
6J29	P04439	X-RAY DIFFRACTION	1.6	2019-09-25	0	RCSB_DATA_API	2026-04-11
6J2A	P04439	X-RAY DIFFRACTION	1.4	2019-09-25	0	RCSB_DATA_API	2026-04-11
6JOZ	P04439	X-RAY DIFFRACTION	1.35	2020-01-29	1	RCSB_DATA_API	2026-04-11
6JP3	P04439	X-RAY DIFFRACTION	1.66	2020-01-29	1	RCSB_DATA_API	2026-04-11
6MPP	P04439	SOLUTION NMR		2019-10-16	0	RCSB_DATA_API	2026-04-11
6NCA	P04439	X-RAY DIFFRACTION	3.3	2019-10-23	0	RCSB_DATA_API	2026-04-11
6O9B	P04439	X-RAY DIFFRACTION	2.2	2019-11-13	5	RCSB_DATA_API	2026-04-11
6O9C	P04439	X-RAY DIFFRACTION	2.45	2019-11-13	3	RCSB_DATA_API	2026-04-11
6OPD	P04439	X-RAY DIFFRACTION	1.791	2019-09-04	3	RCSB_DATA_API	2026-04-11
6PBH	P04439	X-RAY DIFFRACTION	1.89	2019-12-11	3	RCSB_DATA_API	2026-04-11
6PTB	P04439	X-RAY DIFFRACTION	2.15	2019-09-04	1	RCSB_DATA_API	2026-04-11
6PTE	P04439	X-RAY DIFFRACTION	1.901	2019-09-04	2	RCSB_DATA_API	2026-04-11
6Q3K	P04439	X-RAY DIFFRACTION	1.5	2019-07-24	2	RCSB_DATA_API	2026-04-11
6Q3S	P04439	X-RAY DIFFRACTION	2.5	2019-07-24	2	RCSB_DATA_API	2026-04-11
6R2L	P04439	X-RAY DIFFRACTION	2.3	2020-02-26	5	RCSB_DATA_API	2026-04-11
6RP9	P04439	X-RAY DIFFRACTION	3.12	2020-01-15	0	RCSB_DATA_API	2026-04-11
6RPA	P04439	X-RAY DIFFRACTION	2.56	2020-01-15	0	RCSB_DATA_API	2026-04-11
6RPB	P04439	X-RAY DIFFRACTION	2.5	2020-01-15	0	RCSB_DATA_API	2026-04-11
6RSY	P04439	X-RAY DIFFRACTION	2.95	2020-04-15	1	RCSB_DATA_API	2026-04-11
6SS7	P04439	X-RAY DIFFRACTION	2.5	2020-07-15	4	RCSB_DATA_API	2026-04-11
6SS8	P04439	X-RAY DIFFRACTION	2.24	2020-07-15	5	RCSB_DATA_API	2026-04-11
6SS9	P04439	X-RAY DIFFRACTION	2.7	2020-07-15	4	RCSB_DATA_API	2026-04-11
6SSA	P04439	X-RAY DIFFRACTION	2.11	2020-07-15	4	RCSB_DATA_API	2026-04-11
7L1B	P04439	X-RAY DIFFRACTION	2.04	2022-03-23	1	RCSB_DATA_API	2026-04-11
7L1C	P04439	X-RAY DIFFRACTION	1.96	2022-03-23	2	RCSB_DATA_API	2026-04-11
7L1D	P04439	X-RAY DIFFRACTION	3.11	2022-03-23	2	RCSB_DATA_API	2026-04-11
7MLE	P04439	X-RAY DIFFRACTION	2.2	2022-04-06	1	RCSB_DATA_API	2026-04-11
7PHR	P04439	ELECTRON MICROSCOPY	3.08	2022-08-31	1	RCSB_DATA_API	2026-04-11
7QPD	P04439	ELECTRON MICROSCOPY	3.73	2022-07-20	0	RCSB_DATA_API	2026-04-11
7RK7	P04439	X-RAY DIFFRACTION	2.54	2022-11-02	0	RCSB_DATA_API	2026-04-11
7RM4	P04439	X-RAY DIFFRACTION	3.33	2022-02-09	0	RCSB_DATA_API	2026-04-11
7RRG	P04439	X-RAY DIFFRACTION	2.12	2022-03-23	1	RCSB_DATA_API	2026-04-11
7STF	P04439	ELECTRON MICROSCOPY	3.14	2023-05-31	0	RCSB_DATA_API	2026-04-11
7UC5	P04439	X-RAY DIFFRACTION	1.95	2022-10-12	1	RCSB_DATA_API	2026-04-11
7UX3	P04439	ELECTRON MICROSCOPY	9.6	2023-05-10	2	RCSB_DATA_API	2026-04-11
8D4C	P04439	ELECTRON MICROSCOPY	9.3	2023-06-14	2	RCSB_DATA_API	2026-04-11
8D4D	P04439	ELECTRON MICROSCOPY	9.6	2023-06-14	2	RCSB_DATA_API	2026-04-11
8D4E	P04439	ELECTRON MICROSCOPY	9.2	2023-06-14	2	RCSB_DATA_API	2026-04-11
8D4F	P04439	ELECTRON MICROSCOPY	9.8	2023-06-14	2	RCSB_DATA_API	2026-04-11
8D4G	P04439	ELECTRON MICROSCOPY	11.6	2023-06-14	2	RCSB_DATA_API	2026-04-11
8D9R	P04439	ELECTRON MICROSCOPY	20	2022-11-09	2	RCSB_DATA_API	2026-04-11
8D9S	P04439	ELECTRON MICROSCOPY	20	2022-11-09	2	RCSB_DATA_API	2026-04-11
8D9T	P04439	ELECTRON MICROSCOPY	20	2022-11-09	2	RCSB_DATA_API	2026-04-11
8D9U	P04439	ELECTRON MICROSCOPY	20	2022-11-09	2	RCSB_DATA_API	2026-04-11
8D9V	P04439	ELECTRON MICROSCOPY	9.4	2022-11-09	2	RCSB_DATA_API	2026-04-11
8D9W	P04439	ELECTRON MICROSCOPY	9.3	2023-07-05	2	RCSB_DATA_API	2026-04-11
8DVG	P04439	X-RAY DIFFRACTION	2.594	2023-07-19	2	RCSB_DATA_API	2026-04-11
8K4T	P04439	X-RAY DIFFRACTION	2.3	2025-01-29	0	RCSB_DATA_API	2026-04-11
8K4V	P04439	X-RAY DIFFRACTION	3.095	2025-01-29	0	RCSB_DATA_API	2026-04-11
8K50	P04439	X-RAY DIFFRACTION	2.8	2025-01-29	0	RCSB_DATA_API	2026-04-11
8RNI	P04439	X-RAY DIFFRACTION	2.49	2025-01-22	1	RCSB_DATA_API	2026-04-11
8RRO	P04439	X-RAY DIFFRACTION	3.5	2024-11-20	0	RCSB_DATA_API	2026-04-11
8RYM	P04439	X-RAY DIFFRACTION	2.34	2024-09-04	0	RCSB_DATA_API	2026-04-11
8RYO	P04439	X-RAY DIFFRACTION	2.05	2024-09-04	3	RCSB_DATA_API	2026-04-11
8RYP	P04439	X-RAY DIFFRACTION	1.81	2024-09-04	1	RCSB_DATA_API	2026-04-11
8UDR	P04439	ELECTRON MICROSCOPY	3.1	2024-10-16	1	RCSB_DATA_API	2026-04-11
8VCL	P04439	X-RAY DIFFRACTION	2.4	2024-12-11	2	RCSB_DATA_API	2026-04-11
8VJZ	P04439	X-RAY DIFFRACTION	1.9	2024-12-11	1	RCSB_DATA_API	2026-04-11
8VR9	P04439	ELECTRON MICROSCOPY	3.06	2024-09-04	1	RCSB_DATA_API	2026-04-11
8VRA	P04439	ELECTRON MICROSCOPY	3.12	2024-09-04	1	RCSB_DATA_API	2026-04-11
9ASF	P04439	X-RAY DIFFRACTION	1.77	2024-12-11	1	RCSB_DATA_API	2026-04-11
9ASG	P04439	X-RAY DIFFRACTION	2.03	2024-12-11	1	RCSB_DATA_API	2026-04-11
3LQZ	P04440	X-RAY DIFFRACTION	3.25	2010-04-14	1	RCSB_DATA_API	2026-04-11
4P4K	P04440	X-RAY DIFFRACTION	2.8	2014-07-16	3	RCSB_DATA_API	2026-04-11
4P4R	P04440	X-RAY DIFFRACTION	3	2014-07-16	1	RCSB_DATA_API	2026-04-11
4P57	P04440	X-RAY DIFFRACTION	2.6	2014-07-16	3	RCSB_DATA_API	2026-04-11
4P5K	P04440	X-RAY DIFFRACTION	2.59	2015-01-21	0	RCSB_DATA_API	2026-04-11
4P5M	P04440	X-RAY DIFFRACTION	1.7	2014-08-27	2	RCSB_DATA_API	2026-04-11
7T2A	P04440	X-RAY DIFFRACTION	3.04	2022-12-28	1	RCSB_DATA_API	2026-04-11
7T2B	P04440	X-RAY DIFFRACTION	2.8	2022-12-28	2	RCSB_DATA_API	2026-04-11
7T2C	P04440	X-RAY DIFFRACTION	3.1	2022-12-28	2	RCSB_DATA_API	2026-04-11
7T2D	P04440	X-RAY DIFFRACTION	3.4	2022-12-28	1	RCSB_DATA_API	2026-04-11
1MFG	P04626	X-RAY DIFFRACTION	1.25	2003-01-21	0	RCSB_DATA_API	2026-04-11
1MFL	P04626	X-RAY DIFFRACTION	1.88	2003-01-21	0	RCSB_DATA_API	2026-04-11
1MW4	P04626	SOLUTION NMR		2003-09-09	0	RCSB_DATA_API	2026-04-11
1N8Z	P04626	X-RAY DIFFRACTION	2.52	2003-02-18	2	RCSB_DATA_API	2026-04-11
1QR1	P04626	X-RAY DIFFRACTION	2.4	2000-01-01	0	RCSB_DATA_API	2026-04-11
1S78	P04626	X-RAY DIFFRACTION	3.25	2004-04-27	1	RCSB_DATA_API	2026-04-11
2A91	P04626	X-RAY DIFFRACTION	2.5	2005-07-26	1	RCSB_DATA_API	2026-04-11
2JWA	P04626	SOLUTION NMR		2008-01-22	0	RCSB_DATA_API	2026-04-11
2KS1	P04626	SOLUTION NMR		2010-06-09	0	RCSB_DATA_API	2026-04-11
2L4K	P04626	SOLUTION NMR		2010-11-17	0	RCSB_DATA_API	2026-04-11
2N2A	P04626	SOLUTION NMR		2016-02-24	0	RCSB_DATA_API	2026-04-11
3BE1	P04626	X-RAY DIFFRACTION	2.9	2008-11-18	2	RCSB_DATA_API	2026-04-11
3H3B	P04626	X-RAY DIFFRACTION	2.45	2010-04-28	0	RCSB_DATA_API	2026-04-11
3MZW	P04626	X-RAY DIFFRACTION	2.9	2010-07-28	1	RCSB_DATA_API	2026-04-11
3N85	P04626	X-RAY DIFFRACTION	3.2	2010-07-28	2	RCSB_DATA_API	2026-04-11
3PP0	P04626	X-RAY DIFFRACTION	2.25	2011-03-30	1	RCSB_DATA_API	2026-04-11
3RCD	P04626	X-RAY DIFFRACTION	3.21	2011-11-23	1	RCSB_DATA_API	2026-04-11
3WLW	P04626	X-RAY DIFFRACTION	3.088	2015-05-27	1	RCSB_DATA_API	2026-04-11
3WSQ	P04626	X-RAY DIFFRACTION	3.5	2015-03-25	0	RCSB_DATA_API	2026-04-11
4GFU	P04626	X-RAY DIFFRACTION	2	2013-08-07	0	RCSB_DATA_API	2026-04-11
4HRL	P04626	X-RAY DIFFRACTION	2.55	2013-10-16	0	RCSB_DATA_API	2026-04-11
4HRM	P04626	X-RAY DIFFRACTION	3.2	2013-10-16	0	RCSB_DATA_API	2026-04-11
4HRN	P04626	X-RAY DIFFRACTION	2.65	2013-10-16	0	RCSB_DATA_API	2026-04-11
4NND	P04626	X-RAY DIFFRACTION	2.502	2014-11-19	0	RCSB_DATA_API	2026-04-11
5K33	P04626	X-RAY DIFFRACTION	3.3	2017-04-12	2	RCSB_DATA_API	2026-04-11
5KWG	P04626	X-RAY DIFFRACTION	4.3	2017-04-12	0	RCSB_DATA_API	2026-04-11
5MY6	P04626	X-RAY DIFFRACTION	2.246	2017-08-09	2	RCSB_DATA_API	2026-04-11
5O4G	P04626	X-RAY DIFFRACTION	3	2018-05-16	1	RCSB_DATA_API	2026-04-11
5OB4	P04626	SOLUTION NMR		2017-11-22	0	RCSB_DATA_API	2026-04-11
5TQS	P04626	X-RAY DIFFRACTION	1.876	2017-04-19	0	RCSB_DATA_API	2026-04-11
6ATT	P04626	X-RAY DIFFRACTION	3.77	2018-04-25	1	RCSB_DATA_API	2026-04-11
6BGT	P04626	X-RAY DIFFRACTION	2.7	2018-10-31	1	RCSB_DATA_API	2026-04-11
6J71	P04626	X-RAY DIFFRACTION	2.918	2019-02-27	1	RCSB_DATA_API	2026-04-11
6LBX	P04626	X-RAY DIFFRACTION	2.03	2020-11-18	1	RCSB_DATA_API	2026-04-11
6OGE	P04626	ELECTRON MICROSCOPY	4.36	2019-05-15	1	RCSB_DATA_API	2026-04-11
7JXH	P04626	X-RAY DIFFRACTION	3.27	2021-09-08	1	RCSB_DATA_API	2026-04-11
7MN5	P04626	ELECTRON MICROSCOPY	2.93	2021-10-27	1	RCSB_DATA_API	2026-04-11
7MN6	P04626	ELECTRON MICROSCOPY	3.09	2021-10-27	1	RCSB_DATA_API	2026-04-11
7MN8	P04626	ELECTRON MICROSCOPY	3.45	2021-11-10	1	RCSB_DATA_API	2026-04-11
7PCD	P04626	X-RAY DIFFRACTION	1.77	2022-07-27	1	RCSB_DATA_API	2026-04-11
7QVK	P04626	X-RAY DIFFRACTION	3.1	2023-02-01	1	RCSB_DATA_API	2026-04-11
8FFJ	P04626	ELECTRON MICROSCOPY	7.5	2023-02-22	0	RCSB_DATA_API	2026-04-11
8HGO	P04626	ELECTRON MICROSCOPY	3.31	2023-02-08	1	RCSB_DATA_API	2026-04-11
8HGP	P04626	ELECTRON MICROSCOPY	4.53	2023-02-08	1	RCSB_DATA_API	2026-04-11
8JYQ	P04626	X-RAY DIFFRACTION	1.75	2024-03-13	0	RCSB_DATA_API	2026-04-11
8JYR	P04626	X-RAY DIFFRACTION	1.69	2024-03-13	1	RCSB_DATA_API	2026-04-11
8PWH	P04626	ELECTRON MICROSCOPY	3.17	2024-02-21	1	RCSB_DATA_API	2026-04-11
8Q6J	P04626	ELECTRON MICROSCOPY	3.3	2023-09-20	1	RCSB_DATA_API	2026-04-11
8U4K	P04626	ELECTRON MICROSCOPY	4.27	2024-03-13	1	RCSB_DATA_API	2026-04-11
8U4L	P04626	ELECTRON MICROSCOPY	3.31	2024-03-13	1	RCSB_DATA_API	2026-04-11
8U8X	P04626	X-RAY DIFFRACTION	1.69	2024-06-12	3	RCSB_DATA_API	2026-04-11
8VB5	P04626	X-RAY DIFFRACTION	1.48	2024-12-18	4	RCSB_DATA_API	2026-04-11
8VQD	P04626	ELECTRON MICROSCOPY	2.61	2024-10-09	0	RCSB_DATA_API	2026-04-11
8VQE	P04626	ELECTRON MICROSCOPY	2.67	2024-11-06	0	RCSB_DATA_API	2026-04-11
9L1S	P04626	ELECTRON MICROSCOPY	3	2025-01-01	0	RCSB_DATA_API	2026-04-11
1HE7	P04629	X-RAY DIFFRACTION	2	2001-04-02	1	RCSB_DATA_API	2026-04-11
1SHC	P04629	SOLUTION NMR		1997-05-15	0	RCSB_DATA_API	2026-04-11
1WWA	P04629	X-RAY DIFFRACTION	2.5	1999-07-07	0	RCSB_DATA_API	2026-04-11
1WWW	P04629	X-RAY DIFFRACTION	2.2	1999-09-15	0	RCSB_DATA_API	2026-04-11
2IFG	P04629	X-RAY DIFFRACTION	3.4	2007-02-13	0	RCSB_DATA_API	2026-04-11
2N90	P04629	SOLUTION NMR		2016-11-09	0	RCSB_DATA_API	2026-04-11
4AOJ	P04629	X-RAY DIFFRACTION	2.75	2012-08-15	2	RCSB_DATA_API	2026-04-11
4CRP	P04629	SOLUTION NMR		2015-01-14	0	RCSB_DATA_API	2026-04-11
4F0I	P04629	X-RAY DIFFRACTION	2.302	2012-09-05	0	RCSB_DATA_API	2026-04-11
4GT5	P04629	X-RAY DIFFRACTION	2.398	2012-09-26	0	RCSB_DATA_API	2026-04-11
4PMM	P04629	X-RAY DIFFRACTION	2	2014-06-18	4	RCSB_DATA_API	2026-04-11
4PMP	P04629	X-RAY DIFFRACTION	1.8	2014-06-18	3	RCSB_DATA_API	2026-04-11
4PMS	P04629	X-RAY DIFFRACTION	2.8	2014-06-18	3	RCSB_DATA_API	2026-04-11
4PMT	P04629	X-RAY DIFFRACTION	2.1	2014-06-18	3	RCSB_DATA_API	2026-04-11
4YNE	P04629	X-RAY DIFFRACTION	2.023	2015-06-03	3	RCSB_DATA_API	2026-04-11
4YPS	P04629	X-RAY DIFFRACTION	2.101	2015-06-03	2	RCSB_DATA_API	2026-04-11
5H3Q	P04629	X-RAY DIFFRACTION	2.1	2017-02-22	3	RCSB_DATA_API	2026-04-11
5I8A	P04629	X-RAY DIFFRACTION	2.33	2017-08-09	3	RCSB_DATA_API	2026-04-11
5JFS	P04629	X-RAY DIFFRACTION	2.07	2017-03-01	1	RCSB_DATA_API	2026-04-11
5JFV	P04629	X-RAY DIFFRACTION	1.59	2017-03-01	1	RCSB_DATA_API	2026-04-11
5JFW	P04629	X-RAY DIFFRACTION	1.52	2017-03-01	1	RCSB_DATA_API	2026-04-11
5JFX	P04629	X-RAY DIFFRACTION	1.63	2017-03-01	1	RCSB_DATA_API	2026-04-11
5KMI	P04629	X-RAY DIFFRACTION	1.87	2016-12-28	1	RCSB_DATA_API	2026-04-11
5KMJ	P04629	X-RAY DIFFRACTION	2.04	2016-12-28	1	RCSB_DATA_API	2026-04-11
5KMK	P04629	X-RAY DIFFRACTION	2.24	2016-12-28	1	RCSB_DATA_API	2026-04-11
5KML	P04629	X-RAY DIFFRACTION	2.01	2016-12-28	1	RCSB_DATA_API	2026-04-11
5KMM	P04629	X-RAY DIFFRACTION	2.12	2016-12-28	1	RCSB_DATA_API	2026-04-11
5KMN	P04629	X-RAY DIFFRACTION	2.14	2016-12-28	1	RCSB_DATA_API	2026-04-11
5KMO	P04629	X-RAY DIFFRACTION	2.67	2016-12-28	1	RCSB_DATA_API	2026-04-11
5KVT	P04629	X-RAY DIFFRACTION	2.45	2017-12-27	2	RCSB_DATA_API	2026-04-11
5WR7	P04629	X-RAY DIFFRACTION	2.76	2017-12-06	1	RCSB_DATA_API	2026-04-11
6D1Y	P04629	X-RAY DIFFRACTION	1.93	2018-05-02	1	RCSB_DATA_API	2026-04-11
6D1Z	P04629	X-RAY DIFFRACTION	1.87	2018-05-02	3	RCSB_DATA_API	2026-04-11
6D20	P04629	X-RAY DIFFRACTION	1.94	2018-05-02	2	RCSB_DATA_API	2026-04-11
6D22	P04629	X-RAY DIFFRACTION	2.46	2018-05-02	0	RCSB_DATA_API	2026-04-11
6DKB	P04629	X-RAY DIFFRACTION	2.68	2018-07-11	1	RCSB_DATA_API	2026-04-11
6DKG	P04629	X-RAY DIFFRACTION	2.53	2018-07-11	2	RCSB_DATA_API	2026-04-11
6DKI	P04629	X-RAY DIFFRACTION	2.11	2018-07-11	2	RCSB_DATA_API	2026-04-11
6DKW	P04629	X-RAY DIFFRACTION	2.91	2018-07-11	1	RCSB_DATA_API	2026-04-11
6IQN	P04629	X-RAY DIFFRACTION	2.54	2020-01-22	1	RCSB_DATA_API	2026-04-11
6J5L	P04629	X-RAY DIFFRACTION	2.3	2019-07-17	1	RCSB_DATA_API	2026-04-11
6NPT	P04629	X-RAY DIFFRACTION	2.19	2019-05-22	1	RCSB_DATA_API	2026-04-11
6NSP	P04629	X-RAY DIFFRACTION	2.31	2019-05-22	1	RCSB_DATA_API	2026-04-11
6NSS	P04629	X-RAY DIFFRACTION	1.97	2019-05-22	1	RCSB_DATA_API	2026-04-11
6PL1	P04629	X-RAY DIFFRACTION	2.03	2019-10-09	1	RCSB_DATA_API	2026-04-11
6PL2	P04629	X-RAY DIFFRACTION	2.59	2019-09-04	1	RCSB_DATA_API	2026-04-11
6PL3	P04629	X-RAY DIFFRACTION	3	2019-09-04	1	RCSB_DATA_API	2026-04-11
6PL4	P04629	X-RAY DIFFRACTION	2.06	2020-07-01	1	RCSB_DATA_API	2026-04-11
